CADRE GENE ID,AFUB Gene ID,Af293 orthologue,public id,Description for A1163,Description for Af293
CADAFUBG00000111,AFUB_001110,CADAFUAG00001726,AFUA_6G13640,conserved hypothetical protein; encoded by transcript AFUB_001110A,"Afu6g13640 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000112,AFUB_001120,CADAFUAG00002233,AFUA_6G13630,conserved hypothetical protein; encoded by transcript AFUB_001120A,"Afu6g13630 (Alt. Locus), conserved hypothetical protein, similar to Ydr124wp (Saccharomyces cerevisiae)"
CADAFUBG00000113,AFUB_001130,CADAFUAG00002050,AFUA_6G13610,"endo-1,4-beta-xylanase, putative; encoded by transcript AFUB_001130A","Afu6g13610 (Alt. Locus), endo-1,4-beta-xylanase, putative, (3.2.1.8)"
CADAFUBG00000114,AFUB_001140,CADAFUAG00002318,AFUA_6G13600,TPR repeat protein; encoded by transcript AFUB_001140A,TPR repeat proteinTetratricopeptide repeat domain containing protein ; [Source:UniProtKB/TrEMBL;Acc:Q5EGY5]
CADAFUBG00000115,AFUB_001150,CADAFUAG00002039,AFUA_6G13590,3-isopropylmalate dehydrogenase; encoded by transcript AFUB_001150A,"Afu6g13590 (Alt. Locus), 3-isopropylmalate dehydrogenase, (1.1.1.85)"
CADAFUBG00000116,AFUB_001160,CADAFUAG00002031,AFUA_6G13580,conserved hypothetical protein; encoded by transcript AFUB_001160A,"Afu6g13580 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000117,AFUB_001170,CADAFUAG00002127,AFUA_6G13570,"cytochrome c peroxidase, putative; encoded by transcript AFUB_001170A",Putative heme-binding peroxidase (EC 1.11.1.-) [Source:UniProtKB/Swiss-Prot;Acc:Q4WLG9]
CADAFUBG00000118,AFUB_001180,CADAFUAG00001838,AFUA_6G13560,conserved hypothetical protein; encoded by transcript AFUB_001180A,"Afu6g13560 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000119,AFUB_001190,CADAFUAG00001950,AFUA_6G13550,ribosomal protein S13p/S18e; encoded by transcript AFUB_001190A,"Afu6g13550 (Alt. Locus), ribosomal protein S13p/S18e"
CADAFUBG00000120,AFUB_001200,CADAFUAG00001729,AFUA_6G13540,"carboxypeptidase CpyA/Prc1, putative; encoded by transcript AFUB_001200A","Carboxypeptidase 3Carboxypeptidase CpyA/Prc1, putative ;(EC 3.4.16.5) [Source:UniProtKB/TrEMBL;Acc:Q5VJG9]"
CADAFUBG00000121,AFUB_001210,CADAFUAG00002306,AFUA_6G13530,UPF0023 family protein; encoded by transcript AFUB_001210A,"Afu6g13530 (Alt. Locus), UPF0023 family protein"
CADAFUBG00000122,AFUB_001220,CADAFUAG00001996,AFUA_6G13520,tryptophan synthase; encoded by transcript AFUB_001220A,"Afu6g13520 (Alt. Locus), tryptophan synthase, (4.2.1.20)"
CADAFUBG00000123,AFUB_001230,CADAFUAG00002015,AFUA_6G13510,conserved hypothetical protein; encoded by transcript AFUB_001230A,"Afu6g13510 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000124,AFUB_001240,,,tRNA-Arg; anticodon ACG [Source: TRNASCAN-SE],
CADAFUBG00000125,AFUB_001250,CADAFUAG00002166,AFUA_6G13500,conserved hypothetical protein; encoded by transcript AFUB_001250A,"Afu6g13500 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000126,AFUB_001260,CADAFUAG00002241,AFUA_6G13490,glutamate decarboxylase; encoded by transcript AFUB_001260A,"Afu6g13490 (Alt. Locus), glutamate decarboxylase, (4.1.1.15)"
CADAFUBG00000127,AFUB_001270,CADAFUAG00001859,AFUA_6G13480,hypothetical protein; encoded by transcript AFUB_001270A,"Afu6g13480 (Alt. Locus), hypothetical protein"
CADAFUBG00000128,AFUB_001280,CADAFUAG00001597,AFUA_6G13470,conserved hypothetical protein; encoded by transcript AFUB_001280A,"Afu6g13470 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000129,AFUB_001290,CADAFUAG00001832,AFUA_6G13460,conserved hypothetical protein; encoded by transcript AFUB_001290A,"Afu6g13460 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000130,AFUB_001300,CADAFUAG00001882,AFUA_6G13450,nitrilase; encoded by transcript AFUB_001300A,"Afu6g13450 (Alt. Locus), nitrilase, (3.5.5.1)"
CADAFUBG00000131,AFUB_001310,CADAFUAG00001737,AFUA_6G13440,"choline sulfatase, putative; encoded by transcript AFUB_001310A","Afu6g13440 (Alt. Locus), choline sulfatase, putative, similar to PIR:E83642: choline sulfatase PA0031 ((Pseudomonas aeruginosa), (3.1.6.6)"
CADAFUBG00000132,AFUB_001320,CADAFUAG00001821,AFUA_6G13430,"multispanning membrane protein, putative; encoded by transcript AFUB_001320A","Afu6g13430 (Alt. Locus), multispanning membrane protein, putative"
CADAFUBG00000133,AFUB_001330,CADAFUAG00002351,AFUA_6G13420,"ubiquitin-like protein DskB, putative; encoded by transcript AFUB_001330A","Afu6g13420 (Alt. Locus), ubiquitin-like protein DskB, putative, similar to ubiquitin-like protein DSK2 (Swiss-Prot:P48510) (Saccharomyces cerevisiae)"
CADAFUBG00000134,AFUB_001340,CADAFUAG00001868,AFUA_6G13410,"nuclear mRNA splicing factor, putative; encoded by transcript AFUB_001340A",Pre-mRNA-splicing factor rse1  [Source:UniProtKB/Swiss-Prot;Acc:Q4WLI5]
CADAFUBG00000135,AFUB_001350,CADAFUAG00001879,AFUA_6G13400,"arsenate reductase (Arc2), putative; encoded by transcript AFUB_001350A","Afu6g13400 (Alt. Locus), arsenate reductase (Arc2), putative, similar to arsenate reductase Arc2p (GI:6325458) (Saccharomyces cerevisiae), (1.-.-.-)"
CADAFUBG00000136,AFUB_001360,CADAFUAG00001590,AFUA_6G13390,conserved hypothetical protein; encoded by transcript AFUB_001360A,"Afu6g13390 (Alt. Locus), FAD dependent oxidoreductase, putative"
CADAFUBG00000137,AFUB_001370,CADAFUAG00002145,AFUA_6G13380,conserved hypothetical protein; encoded by transcript AFUB_001370A,"Afu6g13380 (Alt. Locus), arrestin (or S-antigen), N-terminal domain protein"
CADAFUBG00000138,AFUB_001380,,,tRNA-Leu; anticodon CAG [Source: TRNASCAN-SE],
CADAFUBG00000139,AFUB_001390,,,tRNA-Leu; anticodon CAG [Source: TRNASCAN-SE],
CADAFUBG00000140,AFUB_001400,CADAFUAG00002256,AFUA_6G13370,"SSU processome component Utp10, putative; encoded by transcript AFUB_001400A",U3 small nucleolar RNA-associated protein 10  [Source:UniProtKB/Swiss-Prot;Acc:Q4WLI9]
CADAFUBG00000141,AFUB_001410,CADAFUAG00001961,AFUA_6G13360,conserved hypothetical protein; encoded by transcript AFUB_001410A,"Afu6g13360 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000142,AFUB_001420,CADAFUAG00002303,AFUA_6G13350,"NADPH oxidase (NoxA), putative; encoded by transcript AFUB_001420A","Afu6g13350 (Alt. Locus), NADPH oxidase (NoxA), putative"
CADAFUBG00000143,AFUB_001430,CADAFUAG00002216,AFUA_6G13340,conserved hypothetical protein; encoded by transcript AFUB_001430A,"Afu6g13340 (Alt. Locus), mismatch-specific thymine-DNA glycosylase, putative, similar to SP:P56581: G/T mismatch-specific thymine DNA glycosylase C-JUNleucine zipper interactive protein JZA-3 (Mus musculus), (3.2.2.-)"
CADAFUBG00000144,AFUB_001440,CADAFUAG00002344,AFUA_6G13330,conserved hypothetical protein; encoded by transcript AFUB_001440A,"Afu6g13330 (Alt. Locus), RNA binding protein, putative, similar to protein involved in RNA metabolism, one of two yeast homologs (with Sdo1p/Ylr022cp) of the human protein SBDS responsible for autosomal recessive Shwachman-Bodian-Diamond Syndrome, also conserved in Archaea; Yhr087wp (GI:6321879) (Saccharomyces cerevisiae) PMID: 15701634"
CADAFUBG00000145,AFUB_001450,CADAFUAG00002214,AFUA_6G13320,"Rho guanyl nucleotide exchange factor, putative; encoded by transcript AFUB_001450A","Afu6g13320 (Alt. Locus), Rho guanyl nucleotide exchange factor, putative, similar to P-Rex2 protein (GI:47496676) (Homo sapiens)"
CADAFUBG00000146,AFUB_001460,CADAFUAG00001777,AFUA_6G13310,"26S proteasome non-ATPase regulatory subunit 9, putative; encoded by transcript AFUB_001460A","Afu6g13310 (Alt. Locus), 26S proteasome non-ATPase regulatory subunit Nas2, putative, similar tp protein with similarity to the p27 subunit of mammalian proteasome modulator; not essential; interacts with Rpn4p; Nas2p (GI:6322184) (Saccharomyces cerevisiae)"
CADAFUBG00000147,AFUB_001470,CADAFUAG00001712,AFUA_6G13300,"GTP-binding nuclear protein Ran, putative; encoded by transcript AFUB_001470A","Afu6g13300 (Alt. Locus), GTP-binding nuclear protein Ran, putative"
CADAFUBG00000148,AFUB_001480,CADAFUAG00001741,AFUA_6G13290,"SWI/SNF family DNA-dependent ATPase Ris1, putative; encoded by transcript AFUB_001480A","Afu6g13290 (Alt. Locus), SWI/SNF family DNA-dependent ATPase Ris1, putative, similar to member of the SWI/SNF family of DNA-dependent ATPases, plays a role in antagonizing silencing during mating-type switching, contains an N-terminal domain that interacts with Sir4p and a C-terminal SNF2 domain; Ris1p (GI:6324765) (Saccharomyces cerevisiae)"
CADAFUBG00000149,AFUB_001490,CADAFUAG00001579,AFUA_6G13280,"lipid transfer protein, putative; encoded by transcript AFUB_001490A","Afu6g13280 (Alt. Locus), lipid transfer protein, putative, similar to SP:P22009: Oleate-induced peroxisomal protein POX18 (Lipid-transfer protein)(PXP-18) (Candida tropicalis)"
CADAFUBG00000150,AFUB_001500,CADAFUAG00001953,AFUA_6G13270,"exo-beta-1,3-glucanase, putative; encoded by transcript AFUB_001500A","Afu6g13270 (Alt. Locus), exo-beta-1,3-glucanase, putative, similar to glucan exo-beta 1,3 glucanase Exg1 (GI:1352399) (Cochliobolus carbonum), (3.2.1.58)"
CADAFUBG00000151,AFUB_001510,CADAFUAG00002105,AFUA_6G13260,conserved hypothetical protein; encoded by transcript AFUB_001510A,"Afu6g13260 (Alt. Locus), RanBP1 domain protein"
CADAFUBG00000152,AFUB_001520,CADAFUAG00001974,AFUA_6G13250,60S ribosomal protein L31e; encoded by transcript AFUB_001520A,"Afu6g13250 (Alt. Locus), 60S ribosomal protein L31e"
CADAFUBG00000153,AFUB_001530,CADAFUAG00001676,AFUA_6G13230,"nitrilase family protein (Nit3), putative; encoded by transcript AFUB_001530A","Afu6g13230 (Alt. Locus), nitrilase family protein (Nit3), putative, similar to Nit protein, one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member; Nit3p (GI:6323383) (Saccharomyces cerevisiae)"
CADAFUBG00000154,AFUB_001540,CADAFUAG00002131,AFUA_6G13220,hypothetical protein; encoded by transcript AFUB_001540A,"Afu6g13220 (Alt. Locus), hypothetical protein"
CADAFUBG00000155,AFUB_001550,CADAFUAG00001819,AFUA_6G13210,"oxidoreductase, short-chain dehydrogenase/reductase family; encoded by transcript AFUB_001550A","Afu6g13210 (Alt. Locus), oxidoreductase, short-chain dehydrogenase/reductase family, similar to GB:AAK22385.1: oxidoreductase, short-chain             dehydrogenase/reductase family (Caulobacter crescentus CB15)"
CADAFUBG00000156,AFUB_001560,CADAFUAG00001920,AFUA_6G13200,"autophagy regulatory protein Atg2, putative; encoded by transcript AFUB_001560A",Autophagy-related protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q4WLK5]
CADAFUBG00000157,AFUB_001570,CADAFUAG00001704,AFUA_6G13190,H+/nucleoside cotransporter; encoded by transcript AFUB_001570A,"Afu6g13190 (Alt. Locus), H+/nucleoside cotransporter"
CADAFUBG00000158,AFUB_001580,CADAFUAG00001815,AFUA_6G13180,"CECR1 family adenosine deaminase, putative; encoded by transcript AFUB_001580A","Afu6g13180 (Alt. Locus), CECR1 family adenosine deaminase, putative, similar to GB:AAL40921.1: CECR1 (Sus scrofa)"
CADAFUBG00000159,AFUB_001590,CADAFUAG00002345,AFUA_6G13170,"ubiquitin conjugating enzyme (UbcK), putative; encoded by transcript AFUB_001590A","Afu6g13170 (Alt. Locus), ubiquitin conjugating enzyme (UbcK), putative, similar to ubiquitin-conjugating enzyme E2-18 kDa Ubc11p  (Swiss-Prot:P52492) (Saccharomyces cerevisiae), (6.3.2.19)"
CADAFUBG00000160,AFUB_001600,CADAFUAG00001800,AFUA_6G13160,"serine/threonine protein kinase, putative; encoded by transcript AFUB_001600A","Afu6g13160 (Alt. Locus), serine/threonine protein kinase, putative, similar to Serine/threonine-protein kinase chk1 (EC 2.7.1.-) (Checkpoint kinase1). (Swiss-Prot:P34208) (Schizosaccharomyces pombe;)"
CADAFUBG00000161,AFUB_001610,CADAFUAG00001897,AFUA_6G13150,conserved hypothetical protein; encoded by transcript AFUB_001610A,"Afu6g13150 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000162,AFUB_001620,CADAFUAG00001628,AFUA_6G13140,"3,4-dihydroxy-2-butanone 4-phosphate synthase; encoded by transcript AFUB_001620A","Afu6g13140 (Alt. Locus), 3,4-dihydroxy-2-butanone 4-phosphate synthase"
CADAFUBG00000163,AFUB_001630,CADAFUAG00002198,AFUA_6G13130,"transcription initiation factor TFIIE, beta subunit, putative; encoded by transcript AFUB_001630A","Afu6g13130 (Alt. Locus), transcription initiation factor TFIIE, beta subunit, putative"
CADAFUBG00000164,AFUB_001640,CADAFUAG00002297,AFUA_6G13120,"filament-forming protein (Tpr/p270), putative; encoded by transcript AFUB_001640A","Afu6g13120 (Alt. Locus), filament-forming protein (Tpr/p270), putative, similar to Tpr/p270 (GI:4507659) (Homo sapiens)"
CADAFUBG00000165,AFUB_001650,CADAFUAG00001993,AFUA_6G13110,conserved hypothetical protein; encoded by transcript AFUB_001650A,"Afu6g13110 (Alt. Locus), transferase hexapeptide domain protein"
CADAFUBG00000166,AFUB_001660,CADAFUAG00001595,AFUA_6G13100,"magnesium dependent phosphatase, putative; encoded by transcript AFUB_001660A","Afu6g13100 (Alt. Locus), magnesium dependent phosphatase, putative"
CADAFUBG00000167,AFUB_001670,CADAFUAG00001935,AFUA_6G13090,conserved hypothetical protein; encoded by transcript AFUB_001670A,"Afu6g13090 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000168,AFUB_001680,CADAFUAG00002139,AFUA_6G13080,"DEAD/DEAH box DNA helicase (Mer3), putative; encoded by transcript AFUB_001680A","Afu6g13080 (Alt. Locus), DEAD/DEAH box DNA helicase (Mer3), putative, (3.6.1.-)"
CADAFUBG00000169,AFUB_001690,CADAFUAG00001804,AFUA_6G13070,"UDP-galactose transporter, putative; encoded by transcript AFUB_001690A","Afu6g13070 (Alt. Locus), UDP-galactose transporter, putative"
CADAFUBG00000170,AFUB_001700,CADAFUAG00002182,AFUA_6G13060,conserved hypothetical protein; encoded by transcript AFUB_001700A,"Afu6g13060 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00000171,AFUB_001710,CADAFUAG00002144,AFUA_6G13050,"meiosis specific protein Hop1, putative; encoded by transcript AFUB_001710A","Afu6g13050 (Alt. Locus), meiosis specific protein Hop1, putative, similar to MLL5 protein (GI:27370955) (Homo sapiens)"
CADAFUBG00000172,AFUB_001720,CADAFUAG00001710,AFUA_6G13030,"cell division control protein Cdc4, putative; encoded by transcript AFUB_001720A","Afu6g13030 (Alt. Locus), cell division control protein Cdc4, putative"
CADAFUBG00000173,AFUB_001730,CADAFUAG00001638,AFUA_6G13010,"GTP binding protein (EngB), putative; encoded by transcript AFUB_001730A","Afu6g13010 (Alt. Locus), GTP binding protein (EngB), putative"
CADAFUBG00000174,AFUB_001740,CADAFUAG00001622,AFUA_6G13020,"AP-3 adaptor complex subunit sigma, putative; encoded by transcript AFUB_001740A","Afu6g13020 (Alt. Locus), AP-3 adaptor complex subunit sigma, putative"
CADAFUBG00000175,AFUB_001750,CADAFUAG00001806,AFUA_6G12990,cytosolic large ribosomal subunit protein L7A; encoded by transcript AFUB_001750A,"Afu6g12990 (Alt. Locus), cytosolic large ribosomal subunit protein L7A"
CADAFUBG00000176,AFUB_001760,CADAFUAG00001867,AFUA_6G12980,"spindle pole body component, putative; encoded by transcript AFUB_001760A","Afu6g12980 (Alt. Locus), spindle pole body component, putative"
CADAFUBG00000177,AFUB_001770,CADAFUAG00002073,AFUA_6G12970,nuclear migration protein NudF; encoded by transcript AFUB_001770A,Nuclear distribution protein nudF homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q4WLM7]
CADAFUBG00000178,AFUB_001780,CADAFUAG00002048,AFUA_6G12960,hypothetical protein; encoded by transcript AFUB_001780A,"Afu6g12960 (Alt. Locus), hypothetical protein"
CADAFUBG00000179,AFUB_001790,CADAFUAG00001903,AFUA_6G12950,"alpha,alpha-trehalose-phosphate synthase subunit TPS1, putative; encoded by transcript AFUB_001790A","Afu6g12950 (Alt. Locus), trehalose-phosphate synthase/phosphatase complex subunit Tps1, putative, similar to synthase subunit of trehalose-6-phosphate synthase/phosphatase complex, which synthesizes the storage carbohydrate trehalose; also found in a monomeric form; expression is induced by the stress response and repressed by the Ras-cAMP pathway; Tps1p (GI:6319602) (Saccharomyces cerevisiae), (2.4.1.15)"
CADAFUBG00000180,AFUB_001800,CADAFUAG00001564,AFUA_6G12940,"metallo-beta-lactamase domain protein, putative; encoded by transcript AFUB_001800A","Afu6g12940 (Alt. Locus), metallo-beta-lactamase domain protein, putative"
CADAFUBG00000181,AFUB_001810,CADAFUAG00001608,AFUA_6G12930,"mitochondrial aconitate hydratase, putative; encoded by transcript AFUB_001810A","Afu6g12930 (Alt. Locus), mitochondrial aconitate hydratase, putative, similar to GB:AAC61778.1: aconitase {Aspergillus terreus;}, (4.2.1.3)"
CADAFUBG00000182,AFUB_001820,CADAFUAG00001731,AFUA_6G12920,"C2H2 finger domain protein, putative; encoded by transcript AFUB_001820A","Afu6g12920 (Alt. Locus), C2H2 finger domain protein, putative"
CADAFUBG00000183,AFUB_001830,CADAFUAG00002234,AFUA_6G12900,"mitochondrial carrier protein, putative; encoded by transcript AFUB_001830A","Afu6g12900 (Alt. Locus), mitochondrial carrier protein, putative"
CADAFUBG00000184,AFUB_001840,CADAFUAG00001989,AFUA_6G12910,"dsDNA-dependent ATPase Rad54, putative; encoded by transcript AFUB_001840A","Afu6g12910 (Alt. Locus), dsDNA-dependent ATPase Rad54, putative, similar to DNA repair protein RA54 (P41410) (Schizosaccharomyces pombe)  similar to DNA-dependent ATPase, stimulates strand exchange by modifying the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family; Rad54p (GI:6321275) (Saccharomyces cerevisiae)  contains a SNF2-related helicase/ATPase domain"
CADAFUBG00000185,AFUB_001850,CADAFUAG00002006,AFUA_6G12890,"vacuole-associated enzyme activator complex component (Vac14), putative; encoded by transcript AFUB_001850A","Afu6g12890 (Alt. Locus), vacuole-associated enzyme activator complex component (Vac14), putative"
CADAFUBG00000186,AFUB_001860,CADAFUAG00002088,AFUA_6G12880,hypothetical protein; encoded by transcript AFUB_001860A,"Afu6g12880 (Alt. Locus), hypothetical protein"
CADAFUBG00000187,AFUB_001870,CADAFUAG00001943,AFUA_6G12870,hypothetical protein; encoded by transcript AFUB_001870A,"Iron-sulfur clusters transporter atm1, mitochondrial Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q4WLN7]"
CADAFUBG00000188,AFUB_001880,CADAFUAG00001929,AFUA_6G12860,"mitochondrial protein Fmp26, putative; encoded by transcript AFUB_001880A","Afu6g12860 (Alt. Locus), mitochondrial protein Fmp26, putative, similar to the authentic, non-tagged protein was localized to the mitochondria; Fmp26p (GI:6322540) (Saccharomyces cerevisiae)"
CADAFUBG00000189,AFUB_001890,CADAFUAG00002176,AFUA_6G12840,kinesin family protein; encoded by transcript AFUB_001890A,"Afu6g12840 (Alt. Locus), kinesin family protein"
CADAFUBG00000190,AFUB_001900,CADAFUAG00002203,AFUA_6G12830,"protein transport protein Sec24, putative; encoded by transcript AFUB_001900A",Protein transport protein sec24  [Source:UniProtKB/Swiss-Prot;Acc:Q4WLP1]
